,device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,type
timestep_42,2358575826,235296542575,"(0.5956311225891113, 0.1924714595079422)","(18.04258155822754, 97.59809112548828, 24.881052017211914)",1,5.96392822265625,1,"(-55.80259323120117, -3.382462501525879, 538.212646484375)","(0.6436647772789001, 0.5069242119789124, 0.21312640607357025)",1,"(0.5998256802558899, 0.21786268055438995)","(18.833955764770508, 94.78459167480469, 23.85698699951172)",1,5.3153076171875,1,"(4.26387882232666, -6.211945533752441, 527.3486328125)","(0.4889869689941406, 0.5132935643196106, 0.18328963220119476)",1,not_attentive
timestep_43,2359392537,235297359317,"(0.5072601437568665, 0.23792162537574768)","(1.3697572946548462, 92.56192016601562, 23.048015594482422)",1,5.4171905517578125,1,"(-54.94709014892578, -3.0368096828460693, 538.492919921875)","(0.6413907408714294, 0.5060645937919617, 0.21355471014976501)",1,"(0.4982464015483856, 0.2778571844100952)","(-0.3308490216732025, 88.13679504394531, 21.43741226196289)",1,4.898895263671875,1,"(5.080267429351807, -5.989978790283203, 527.6485595703125)","(0.48684483766555786, 0.5127288103103638, 0.1839611530303955)",1,not_attentive
timestep_44,2360192572,235298159418,"(0.6383056640625, 0.22206410765647888)","(26.09392547607422, 94.31904602050781, 23.68754768371582)",1,5.2994842529296875,1,"(-54.21344757080078, -3.2497286796569824, 538.3494873046875)","(0.6395542025566101, 0.5065851807594299, 0.2130793035030365)",1,"(0.6088413000106812, 0.2584953308105469)","(20.534921646118164, 90.28223419189453, 22.218244552612305)",1,4.7731170654296875,1,"(5.841518402099609, -6.292790412902832, 527.880126953125)","(0.4848441481590271, 0.5134978890419006, 0.18447597324848175)",1,not_attentive
timestep_45,2361009273,235298976041,"(0.6382230520248413, 0.17345108091831207)","(26.07833480834961, 99.70568084716797, 25.64810562133789)",1,4.895416259765625,1,"(-55.200462341308594, -3.067918300628662, 537.70556640625)","(0.6422790288925171, 0.5061176419258118, 0.21190637350082397)",1,"(0.6172691583633423, 0.1319158971309662)","(22.125, 104.30804443359375, 27.32326316833496)",1,4.351959228515625,1,"(4.922033309936523, -5.9661784172058105, 527.265625)","(0.4872511327266693, 0.5126610398292542, 0.1831260323524475)",1,not_attentive
timestep_46,2361809307,235299776073,"(0.782012939453125, 0.2619197368621826)","(53.20696258544922, 89.90279388427734, 22.080120086669922)",1,5.2816619873046875,1,"(-54.35561752319336, -3.9396159648895264, 536.75341796875)","(0.6403942704200745, 0.5082594752311707, 0.20963864028453827)",1,"(0.7676430344581604, 0.2714998424053192)","(50.49581527709961, 88.84123229980469, 21.693809509277344)",1,4.7145843505859375,1,"(5.746011257171631, -7.057567596435547, 526.2886352539062)","(0.4850364029407501, 0.5154159665107727, 0.18100227415561676)",1,not_attentive
timestep_47,2362626006,235300592865,"(0.7035714387893677, 0.25870272517204285)","(38.40753173828125, 90.25923919677734, 22.20990753173828)",1,4.75775146484375,1,"(-53.894317626953125, -3.1328725814819336, 536.085205078125)","(0.6394138336181641, 0.5062152743339539, 0.20811648666858673)",1,"(0.691679835319519, 0.2572958469390869)","(36.16395568847656, 90.41513061523438, 22.26663589477539)",1,4.3196258544921875,1,"(6.216763973236084, -6.501249313354492, 525.7980346679688)","(0.48377904295921326, 0.5139837861061096, 0.17995579540729523)",1,not_attentive
timestep_48,2363442718,235301409447,"(0.6806660890579224, 0.2099619060754776)","(34.086002349853516, 95.6600341796875, 24.175643920898438)",1,4.5816650390625,1,"(-54.146728515625, -3.6327719688415527, 536.6179809570312)","(0.6398999691009521, 0.5074860453605652, 0.209308922290802)",1,"(0.6423258185386658, 0.14709646999835968)","(26.85240364074707, 102.62594604492188, 26.711023330688477)",1,4.1800689697265625,1,"(5.96617317199707, -7.027441024780273, 526.0860595703125)","(0.484447717666626, 0.515333890914917, 0.18056760728359222)",1,not_attentive
timestep_49,2364259420,235302226085,"(0.2588271200656891, 0.4484204947948456)","(-45.501739501953125, 69.23725891113281, 14.558560371398926)",1,4.408966064453125,1,"(-56.34327697753906, -4.289217472076416, 536.3482666015625)","(0.6456258296966553, 0.5091381072998047, 0.20919136703014374)",1,"(0.2035314440727234, 0.44907620549201965)","(-55.93429946899414, 69.16461944580078, 14.532114028930664)",1,4.1508026123046875,1,"(3.807011127471924, -7.433089256286621, 525.5028076171875)","(0.4901409447193146, 0.5163769125938416, 0.17925123870372772)",1,not_attentive
timestep_50,2365076122,235303042950,"(0.46283861994743347, 0.24335837364196777)","(-7.011192321777344, 91.95951080322266, 22.828725814819336)",1,4.2721405029296875,1,"(-56.19402313232422, -3.413006544113159, 536.017333984375)","(0.6453506946563721, 0.5069326162338257, 0.20846571028232574)",1,"(0.40981051325798035, 0.2119898796081543)","(-17.01592254638672, 95.4353256225586, 24.093852996826172)",1,3.9629364013671875,1,"(3.8920178413391113, -6.51267147064209, 525.52392578125)","(0.489923894405365, 0.5140259861946106, 0.1793118715286255)",1,not_attentive
timestep_51,2365876156,235303842873,"(0.2334778755903244, 0.3677951395511627)","(-50.28434753417969, 78.17108917236328, 17.81018829345703)",1,4.6083221435546875,1,"(-56.90317916870117, -3.065281391143799, 536.7512817382812)","(0.6469449996948242, 0.5060920715332031, 0.21022219955921173)",1,"(0.18290051817893982, 0.3473704159259796)","(-59.826698303222656, 80.43428039550781, 18.6339168548584)",1,4.3094940185546875,1,"(3.193868637084961, -6.17604398727417, 525.8491821289062)","(0.4917810261249542, 0.5131787657737732, 0.18001456558704376)",1,not_attentive
timestep_52,2366692857,235304659610,"(0.6816983222961426, 0.2533015310764313)","(34.28076171875, 90.85773468017578, 22.427724838256836)",1,4.651123046875,1,"(-55.054649353027344, -3.7792606353759766, 535.6019287109375)","(0.6425442695617676, 0.507828414440155, 0.2073047161102295)",1,"(0.6264130473136902, 0.2147616595029831)","(23.85015869140625, 95.12818908691406, 23.98207664489746)",1,4.15570068359375,1,"(5.033736705780029, -7.131503582000732, 525.2611694335938)","(0.4868883192539215, 0.5155928730964661, 0.17875206470489502)",1,not_attentive
timestep_53,2367492893,235305459682,"(0.3344615697860718, 0.4491386115550995)","(-31.231901168823242, 69.15769958496094, 14.529581069946289)",1,4.9384918212890625,1,"(-56.44309997558594, -3.9842112064361572, 535.3812866210938)","(0.6461883783340454, 0.5083464980125427, 0.20713075995445251)",1,"(0.2755005955696106, 0.44676434993743896)","(-42.35598373413086, 69.4207763671875, 14.625364303588867)",1,4.5233001708984375,1,"(3.6391539573669434, -7.19644832611084, 524.7159423828125)","(0.4905705749988556, 0.5157609581947327, 0.1775413155555725)",1,not_attentive
timestep_54,2368309601,235306276404,"(0.6162207722663879, 0.23068051040172577)","(21.92719841003418, 93.3642807006836, 23.340059280395508)",1,4.5363616943359375,1,"(-55.3284912109375, -3.472108840942383, 535.7552490234375)","(0.6432040333747864, 0.5070655345916748, 0.20770502090454102)",1,"(0.578806459903717, 0.2125808149576187)","(14.868293762207031, 95.3698501586914, 24.06999969482422)",1,4.1607513427734375,1,"(4.762697219848633, -6.849782943725586, 525.5478515625)","(0.487616628408432, 0.5148804187774658, 0.17937396466732025)",1,not_attentive
timestep_55,2369126303,235307092959,"(0.6129297018051147, 0.248904749751091)","(21.3062744140625, 91.34491729736328, 22.605058670043945)",1,4.027740478515625,1,"(-55.64300537109375, -3.976966142654419, 535.5311279296875)","(0.6440804600715637, 0.5083265900611877, 0.20727631449699402)",1,"(0.5786977410316467, 0.1856413185596466)","(14.847780227661133, 98.35492706298828, 25.156482696533203)",1,3.6055145263671875,1,"(4.497047424316406, -7.341764450073242, 525.0987548828125)","(0.488304078578949, 0.5161318182945251, 0.17838571965694427)",1,not_attentive
timestep_56,2369926338,235307893204,"(0.6048105359077454, 0.21240851283073425)","(19.774442672729492, 95.38894653320312, 24.076955795288086)",1,3.706207275390625,1,"(-55.40538787841797, -4.305849552154541, 535.1607666015625)","(0.643580973148346, 0.5091388821601868, 0.20641426742076874)",1,"(nan, nan)","(nan, nan, nan)",0,,0,"(nan, nan, nan)","(nan, nan, nan)",0,not_attentive
timestep_57,2370743040,235308709705,"(0.6041368842124939, 0.22161738574504852)","(19.647357940673828, 94.36852264404297, 23.70560073852539)",1,4.0020294189453125,1,"(-55.64744567871094, -4.130650043487549, 535.4246826171875)","(0.6441239714622498, 0.5087088346481323, 0.20704305171966553)",1,"(0.57463139295578, 0.16378042101860046)","(14.080608367919922, 100.77725219726562, 26.03814697265625)",1,3.59332275390625,1,"(4.542387962341309, -7.49530029296875, 525.015625)","(0.4881804585456848, 0.5165225863456726, 0.17820382118225098)",1,not_attentive
timestep_58,2371543076,235309509767,"(0.4655061960220337, 0.1638954132795334)","(-6.507902145385742, 100.76451110839844, 26.033519744873047)",1,4.0274505615234375,1,"(-56.95922088623047, -3.8581814765930176, 535.531005859375)","(0.6474711298942566, 0.5080389976501465, 0.20757445693016052)",1,"(0.42775413393974304, 0.1361333578824997)","(-13.630520820617676, 103.8407211303711, 27.153188705444336)",1,3.732757568359375,1,"(3.2336785793304443, -7.130125999450684, 525.1529541015625)","(0.4916548430919647, 0.5156018733978271, 0.1784864366054535)",1,not_attentive
timestep_59,2372359784,235310326501,"(0.34197622537612915, 0.27058684825897217)","(-29.814119338989258, 88.9424057006836, 21.73061752319336)",1,4.4179229736328125,1,"(-58.41454315185547, -4.838202476501465, 535.8013916015625)","(0.6511247158050537, 0.5105146765708923, 0.20846915245056152)",1,"(0.2876768410205841, 0.25685521960258484)","(-40.0587043762207, 90.46395874023438, 22.28440284729004)",1,4.0382080078125,1,"(1.7304444313049316, -7.9138031005859375, 525.2420043945312)","(0.49563249945640564, 0.5176177620887756, 0.17865507304668427)",1,not_attentive
timestep_60,2373176483,235311143115,"(0.7171915173530579, 0.5472208857536316)","(40.97720718383789, 58.2895393371582, 10.57392406463623)",1,4.460845947265625,1,"(-57.42892837524414, -5.767009258270264, 535.2763671875)","(0.6487511396408081, 0.5128235220909119, 0.20708750188350677)",1,"(0.6763278245925903, 0.518065333366394)","(33.267513275146484, 61.520172119140625, 11.749725341796875)",1,3.9810028076171875,1,"(2.6444334983825684, -8.887170791625977, 525.158203125)","(0.4932019114494324, 0.5200969576835632, 0.178472638130188)",1,not_attentive
timestep_61,2373976522,235311943208,"(0.4917309582233429, 0.2617732584476471)","(-1.5601094961166382, 89.91899871826172, 22.086088180541992)",1,4.1114349365234375,1,"(-58.61060333251953, -5.243638038635254, 535.71630859375)","(0.6516546607017517, 0.5115302801132202, 0.20832200348377228)",1,"(0.43158262968063354, 0.1845732033252716)","(-12.908205032348633, 98.47327423095703, 25.19956398010254)",1,3.7602996826171875,1,"(1.5426068305969238, -8.34573745727539, 525.3352661132812)","(0.4961274564266205, 0.5187239646911621, 0.17885224521160126)",1,not_attentive
timestep_62,2374793222,235312759862,"(0.6555302739143372, 0.797819972038269)","(29.34366226196289, 30.521533966064453, 0.4671640992164612)",1,4.394195556640625,1,"(-58.31239318847656, -6.6520233154296875, 535.2861938476562)","(0.6510188579559326, 0.5150509476661682, 0.20729714632034302)",1,"(0.5971531867980957, 0.7506962418556213)","(18.329740524291992, 35.74314498901367, 2.367668628692627)",1,3.8754730224609375,1,"(1.7892098426818848, -9.679871559143066, 525.130126953125)","(0.49546128511428833, 0.5221294164657593, 0.17839965224266052)",1,not_attentive
timestep_63,2375593255,235313560000,"(0.7295501828193665, 0.7093376517295837)","(43.308902740478516, 40.32596206665039, 4.035667896270752)",1,4.1072998046875,1,"(-57.849666595458984, -6.245793342590332, 535.1766967773438)","(0.6498645544052124, 0.5140260457992554, 0.20695999264717102)",1,"(0.6807373762130737, 0.7133450508117676)","(34.09945297241211, 39.881893157958984, 3.8740830421447754)",1,3.653533935546875,1,"(2.271106243133545, -9.395845413208008, 524.96923828125)","(0.4941844940185547, 0.5213987231254578, 0.178055077791214)",1,not_attentive
timestep_64,2376409959,235314376779,"(0.31172871589660645, 0.18544374406337738)","(-35.520870208740234, 98.37681579589844, 25.164430618286133)",1,4.07000732421875,1,"(-59.351951599121094, -4.986580848693848, 536.015625)","(0.6534649729728699, 0.5108993053436279, 0.20914864540100098)",1,"(0.2670462727546692, 0.17186342179775238)","(-43.9510383605957, 99.88159942626953, 25.712162017822266)",1,3.7063751220703125,1,"(0.8639506101608276, -8.126436233520508, 525.288330078125)","(0.4979265630245209, 0.5181685090065002, 0.17874902486801147)",1,not_attentive
timestep_65,2377226666,235315193350,"(0.5456799268722534, 0.3683885931968689)","(8.618365287780762, 78.10531616210938, 17.786256790161133)",1,4.371124267578125,1,"(-59.72149658203125, -6.096240997314453, 534.98974609375)","(0.654750406742096, 0.5136616826057434, 0.20699727535247803)",1,"(0.4995052218437195, 0.32572251558303833)","(-0.09335171431303024, 82.83300018310547, 19.506996154785156)",1,3.84228515625,1,"(0.339430034160614, -9.043401718139648, 525.1119384765625)","(0.4993082582950592, 0.5205142498016357, 0.17835693061351776)",1,not_attentive
timestep_66,2378026699,235315993337,"(0.5640264749526978, 0.13697150349617004)","(12.079785346984863, 103.74784851074219, 27.119382858276367)",1,4.3104400634765625,1,"(-59.21995544433594, -5.3148064613342285, 535.254150390625)","(0.6533749103546143, 0.5117025971412659, 0.20746485888957977)",1,"(0.5191185474395752, 0.05620524287223816)","(3.6070544719696045, 112.69728088378906, 30.376691818237305)",1,3.803802490234375,1,"(0.9426961541175842, -8.485801696777344, 524.8612060546875)","(0.49771273136138916, 0.5190816521644592, 0.1778174340724945)",1,not_attentive
timestep_67,2378826738,235316793370,"(0.6889822483062744, 0.19313007593154907)","(35.65501403808594, 97.52510070800781, 24.854522705078125)",1,4.5988006591796875,1,"(-58.833885192871094, -5.121681213378906, 535.3995361328125)","(0.6523338556289673, 0.5112185478210449, 0.20769228041172028)",1,"(0.6670663356781006, 0.115240678191185)","(31.520158767700195, 106.15576171875, 27.995786666870117)",1,4.0599212646484375,1,"(1.3084774017333984, -8.303958892822266, 525.3817138671875)","(0.49674826860427856, 0.5186195373535156, 0.17895229160785675)",1,not_attentive
timestep_68,2379643441,235317610078,"(0.6568937301635742, 0.18774980306625366)","(29.60091781616211, 98.12130737304688, 25.071420669555664)",1,4.44061279296875,1,"(-58.74749755859375, -5.188019752502441, 535.6427001953125)","(0.6520313620567322, 0.5113901495933533, 0.208196222782135)",1,"(0.6058006286621094, 0.12438679486513138)","(19.96124267578125, 105.1423110961914, 27.626920700073242)",1,3.8956756591796875,1,"(1.388352394104004, -8.45443058013916, 525.57275390625)","(0.4965370297431946, 0.5190053582191467, 0.17936666309833527)",1,not_attentive
timestep_69,2380460142,235318426829,"(0.5306432843208313, 0.22706815600395203)","(5.781426906585693, 93.76456451416016, 23.485715866088867)",1,4.109893798828125,1,"(-59.42560577392578, -5.269834041595459, 535.5147705078125)","(0.6538184285163879, 0.5115975141525269, 0.20807760953903198)",1,"(0.4630473554134369, 0.17483678460121155)","(-6.971808433532715, 99.55213165283203, 25.592252731323242)",1,3.738616943359375,1,"(0.6799623966217041, -8.51984977722168, 525.2960815429688)","(0.49841073155403137, 0.5191752314567566, 0.17876175045967102)",1,not_attentive
timestep_70,2381260177,235319226796,"(0.42295944690704346, 0.3309042453765869)","(-14.535126686096191, 82.25882720947266, 19.298032760620117)",1,3.5879364013671875,1,"(-59.17182159423828, -5.1548614501953125, 535.8231201171875)","(0.6530641317367554, 0.5113147497177124, 0.20868650078773499)",1,"(0.36935675144195557, 0.2983696758747101)","(-24.648273468017578, 85.86387634277344, 20.61014175415039)",1,3.307098388671875,1,"(0.9261465072631836, -8.500507354736328, 525.43310546875)","(0.4977595806121826, 0.5191252827644348, 0.1790604293346405)",1,not_attentive
timestep_71,2382076885,235320043634,"(0.3228382170200348, 0.37295210361480713)","(-33.42485809326172, 77.59966278076172, 17.602188110351562)",1,3.826080322265625,1,"(-60.734153747558594, -5.575318813323975, 535.380126953125)","(0.6572303771972656, 0.5123708248138428, 0.208093523979187)",1,"(0.2546071410179138, 0.3635863959789276)","(-46.297916412353516, 78.6374282836914, 17.979928970336914)",1,3.574676513671875,1,"(-0.6025756597518921, -8.725608825683594, 525.1060180664062)","(0.5018070340156555, 0.5197094678878784, 0.17834672331809998)",1,not_attentive
timestep_72,2382876920,235320843691,"(0.5584662556648254, 0.4110048711299896)","(11.030736923217773, 73.38316345214844, 16.06753158569336)",1,4.0089874267578125,1,"(-59.60893249511719, -5.8622822761535645, 534.8977661132812)","(0.6544923782348633, 0.5130716562271118, 0.206775963306427)",1,"(0.5027952194213867, 0.37331128120422363)","(0.5273653864860535, 77.55986785888672, 17.58770179748535)",1,3.5569000244140625,1,"(0.4758415222167969, -9.09266471862793, 524.761474609375)","(0.49894535541534424, 0.5206364393234253, 0.17759492993354797)",1,not_attentive
timestep_73,2383693620,235321660389,"(0.47323620319366455, -0.02885563112795353)","(-5.049487113952637, 122.12257385253906, 33.80722427368164)",1,3.68389892578125,1,"(-59.98432159423828, -4.676215171813965, 535.3848876953125)","(0.6553035378456116, 0.5101098418235779, 0.20794306695461273)",1,"(0.4208115339279175, -0.10650724917650223)","(-14.940381050109863, 130.7268829345703, 36.93893051147461)",1,3.3778533935546875,1,"(0.192073792219162, -8.010957717895508, 525.209716796875)","(0.49970710277557373, 0.5178778171539307, 0.17857785522937775)",1,not_attentive
timestep_74,2384493655,235322460357,"(1.072273850440979, 0.9713430404663086)","(107.97004699707031, 11.29403305053711, -6.5310773849487305)",1,4.1728363037109375,1,"(-56.69260025024414, -7.6459574699401855, 534.4259033203125)","(0.6471126079559326, 0.5175207853317261, 0.20505225658416748)",1,"(1.023334264755249, 0.9567797780036926)","(98.73670959472656, 12.907740592956543, -5.943727970123291)",1,3.630035400390625,1,"(3.126638889312744, -11.578193664550781, 525.259521484375)","(0.49190399050712585, 0.526969850063324, 0.17869500815868378)",1,not_attentive
timestep_75,2385310354,235323276989,"(0.4294165074825287, 0.9483317136764526)","(-13.316886901855469, 13.843839645385742, -5.603031158447266)",1,4.354095458984375,1,"(-61.416236877441406, -7.013334274291992, 529.6156005859375)","(0.6609773635864258, 0.5158913135528564, 0.195784330368042)",1,"(0.3349113464355469, 0.9455289840698242)","(-31.14703941345215, 14.15441608428955, -5.490013122558594)",1,3.837158203125,1,"(-1.0815417766571045, -11.500086784362793, 521.1766357421875)","(0.5030794143676758, 0.5268211364746094, 0.169801265001297)",1,not_attentive
